ID,TERM,NOTES
1936,Un kilo y dos pancitos,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""a kilo and two rolls.""  The provided context suggests it's related to media communication, implying it might be used in a journalistic or broadcasting context, possibly to refer to a significant amount of something (like news or information).  Further research is needed to determine its precise meaning and usage within the context of media."
1937,VIVIR EN DISNEYLANDIA,"Idiomatic expression or common phrase in Argentina (Chapter: Media).  The exact meaning isn't provided in the raw data, but the context suggests it's an idiom related to media or a perception of reality."
1938,"VOS, FUMÁ",Idiomatic expression or common phrase in Argentina.  The provided context suggests it's related to media ('MEDIOS DE COMUNICACIÓN').  Further information is needed to fully define the meaning and usage of this idiom.
1939,¡Y DALE CON PERNÍA!,"Idiomatic expression or common phrase in Argentina.  The exact meaning isn't provided in the raw data, but the context suggests it's a colloquialism used in media communication."
1940,"YO, TARZÁN; TÚ, JANE",Idiomatic expression or common phrase in Argentina.  The provided context suggests it's related to media communication.
1941,FRASES CÉLEBRES,"This entry refers to a chapter titled ""FRASES CÉLEBRES"" (Famous Phrases) containing common idiomatic expressions or phrases in Argentina.  The entry itself doesn't provide a specific phrase, but rather indicates a collection of them."
1942,"A buen entendedor, pocas palabras","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""A word to the wise is sufficient.""  It implies that further explanation is unnecessary for someone who understands the situation or context."
1943,"Al mal tiempo, buena cara","Idiomatic expression or common phrase in Argentina.  It translates to ""To bad weather, a good face"" and means to keep a positive attitude or remain cheerful in the face of adversity."
1944,"DEJAR HACER, DEJAR PASAR","Idiomatic expression or common phrase in Argentina.  The exact meaning isn't provided in the raw data, but the context suggests it refers to a phrase, possibly related to letting something happen or letting someone do something."
1945,DIVIDE Y VENCERÁS,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""Divide and conquer.""  The entry indicates it falls under the category of famous phrases."
1946,escaparse la tortuga,Idiomatic expression or common phrase in Argentina.  The provided text does not offer a definition of the idiom's meaning.
1947,ES MÚSICA PARA MIS OÍDOS,"This idiom translates to ""It's music to my ears.""  It's a common expression in Argentina, indicating that something heard is very pleasing or welcome."
1948,HAY QUE PASAR EL INVIERNO,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""We have to get through the winter.""  It implies facing a difficult or challenging period, persevering through hardship, or enduring a tough time. The entry notes it belongs to a chapter on famous phrases, suggesting it's a well-known and culturally significant expression."
1949,Hijos y entenados,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating its common usage in Argentina and classifying it as an idiom."
1950,LA HISTORIA ME ABSOLVERÁ,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""History will absolve me.""  The provided text indicates it falls under the category of ""Famous Phrases""."
1951,LA LETRA CON SANGRE ENTRA,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""The letter enters with blood.""  It implies that something is only learned or remembered through intense effort or a painful experience. The phrase's meaning suggests that learning something requires significant dedication and possibly hardship."
1952,LA MENTIRA TIENE PATAS CORTAS,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""Lies have short legs.""  It implies that lies will eventually be discovered."
1953,LA PESADA HERENCIA,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is a common idiom."
1954,LA SUERTE ESTÁ ECHADA,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""The die is cast"" or ""The fate is sealed"". It implies that a decision has been made and the consequences will follow."
1955,LA VERDAD DE LA MILANESA,"This is an idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating that it is a famous phrase."
1956,LO BARATO SALE CARO,"This is an idiom or common phrase in Argentina.  It translates roughly to ""The cheap thing comes out expensive.""  It implies that choosing a cheaper option initially can lead to greater expenses or problems in the long run.  The entry indicates it belongs to a chapter on famous phrases."
1957,MÁS VALE TARDE QUE NUNCA,"It's an idiomatic expression or common phrase in Argentina.  It translates to ""Better late than never.""  The entry indicates it belongs to a chapter on famous phrases."
1958,ME CORTARON LAS PIERNAS,"This is an idiomatic expression common in Argentina.  The literal translation is ""They cut off my legs.""  The meaning is that the speaker is extremely tired or exhausted, to the point of feeling completely debilitated."
1959,Mens sana in corpore sano,"Latin expression meaning ""a healthy mind in a healthy body.""  It's presented as a common idiom or phrase in Argentina."
1960,NOBLEZA OBLIGA,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""Nobility obliges."" It implies that those of high social standing or privilege have a corresponding responsibility or duty to act accordingly.  The cultural context suggests a connection to historical notions of aristocracy and social responsibility."
1961,NO FUE MAGIA,"Common idiomatic expression or phrase in Argentina.  The literal translation is ""It wasn't magic.""  The meaning and usage are not explicitly defined in the provided text, but the context suggests it's used to express that something wasn't achieved through supernatural means, but rather through skill, effort, or luck."
1962,NO HAY QUE AVIVAR GILES,"Idiomatic expression or common phrase in Argentina.  The exact meaning requires further context, but it implies that one shouldn't try to deceive or take advantage of naive people.  'Aviar' suggests to make someone look foolish or to trick them, while 'giles' is a derogatory term for a fool or naive person. The phrase warns against exploiting someone's gullibility."
1963,Pan y circo,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""bread and circuses."" It refers to a political strategy of distracting the population with superficial pleasures (the ""bread"" and ""circuses"") to prevent them from focusing on important issues or demanding political change.  This is a reference to a concept originating in ancient Rome."
1964,"PARA MUESTRA, BASTA UN BOTÓN","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""A button is enough for a sample"" or ""One button is enough to show"". It implies that a small example is sufficient to demonstrate something larger or to prove a point.  The phrase is categorized under ""FRASES CÉLEBRES"" (famous phrases)."
1965,¡PATRIA O MUERTE!,"A common idiomatic expression in Argentina, translating to ""Homeland or Death!""  It's categorized under ""FRASES CÉLEBRES"" (Famous Phrases), suggesting a significant cultural context.  The exact historical and cultural nuances would require further research beyond this entry."
1966,RENOVARSE ES VIVIR,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""To renew oneself is to live."" It suggests that continuous self-improvement and change are essential for a fulfilling life."
